user,date,channel,ts,text,thread_ts,reply_count,reaction_name,reaction_count
ashutosh.salodkar,2026-03-12,#economist---ads,1773312780.319819,Design mockups are ready for review,,0,100,1
ashutosh.salodkar,2026-03-12,#economist---ads,1773297480.177191,Merged the feature branch into develop,,0,thumbsup,3
ashutosh.salodkar,2026-03-12,#economist---ads,1773297600.279859,Fixed the CORS issue on the API gateway,,0,,0
ashutosh.salodkar,2026-03-13,#economist---ads,1773382320.773904,Heads up — CI pipeline is broken on main,,0,,0
ashutosh.salodkar,2026-03-13,#economist---ads,1773393900.719687,"Pushed the fix to staging, can someone verify?",1773393900.719687,1,,0
ashutosh.salodkar,2026-03-16,#economist---ads,1773645660.241955,"The build is passing now, was a flaky test",1773645660.241955,3,,0
ashutosh.salodkar,2026-03-16,#economist---ads,1773635760.214524,Deployed to production,,0,,0
ashutosh.salodkar,2026-03-16,#economist---ads,1773651300.778901,Fixed the CORS issue on the API gateway,1773651300.778901,2,,0
ashutosh.salodkar,2026-03-17,#economist---ads,1773738060.822752,Updated the README with setup instructions,,0,,0
ashutosh.salodkar,2026-03-17,#economist---ads,1773721560.790647,Deployed to production,,0,,0
ashutosh.salodkar,2026-03-17,#economist---ads,1773742980.241524,Pair programming session at 3pm anyone?,,0,,0
ashutosh.salodkar,2026-03-17,#economist---ads,1773749400.846846,"Blocked on the API response format, need input",,0,,0
ashutosh.salodkar,2026-03-18,#economist---ads,1773838320.659978,Heads up — CI pipeline is broken on main,,0,,0
ashutosh.salodkar,2026-03-18,#economist---ads,1773827400.958845,"Finished the migration script, testing locally",,0,pray,1
ashutosh.salodkar,2026-03-18,#economist---ads,1773804240.868765,,,0,,0
ashutosh.salodkar,2026-03-23,#economist---ads,1774256880.808545,Quick question about the auth flow,,0,,0
ashutosh.salodkar,2026-03-24,#economist---ads,1774326180.228965,"Refactored the middleware layer, much cleaner now",,0,,0
ashutosh.salodkar,2026-03-24,#economist---ads,1774320600.726832,"Updated the test suite, all green now",,0,,0
ashutosh.salodkar,2026-03-24,#economist---ads,1774336560.627451,PR is up for review,1774336560.627451,4,pray,3
ashutosh.salodkar,2026-03-24,#economist---ads,1774344540.748688,Deployed to production,,0,fire,2
ashutosh.salodkar,2026-03-25,#economist---ads,1774430040.312357,,,0,pray,2
ashutosh.salodkar,2026-03-25,#economist---ads,1774431900.930626,"Reviewed the PR, left a few comments",1774431900.930626,1,,0
ashutosh.salodkar,2026-03-25,#economist---ads,1774443720.112375,"Client demo went well, few follow-ups noted",,0,,0
ashutosh.salodkar,2026-03-25,#economist---ads,1774431780.494653,EOD update: completed documentation tasks,1774431780.494653,3,,0
ashutosh.salodkar,2026-03-25,#economist---ads,1774416480.476601,"Client demo went well, few follow-ups noted",,0,,0
ashutosh.salodkar,2026-03-26,#economist---ads,1774493760.505546,EOD update: completed documentation tasks,,0,,0
ashutosh.salodkar,2026-03-26,#economist---ads,1774512300.328404,Fixed the CORS issue on the API gateway,,0,,0
ashutosh.salodkar,2026-03-26,#economist---ads,1774517460.191848,"Reviewed the PR, left a few comments",1774517460.191848,2,,0
ashutosh.salodkar,2026-03-26,#economist---ads,1774514460.877510,Anyone seen this error before? Getting a 502 on staging,1774514460.877510,5,,0
ashutosh.salodkar,2026-03-26,#economist---ads,1774528800.710395,"Reviewed the PR, left a few comments",1774528800.710395,3,,0
ashutosh.salodkar,2026-03-26,#economist---ads,1774506840.176581,,1774506840.176581,2,,0
ashutosh.salodkar,2026-03-26,#economist---ads,1774508220.787485,"Pushed the fix to staging, can someone verify?",1774508220.787485,4,,0
ashutosh.salodkar,2026-03-27,#economist---ads,1774594980.312979,Anyone seen this error before? Getting a 502 on staging,,0,,0
ashutosh.salodkar,2026-03-27,#economist---ads,1774595520.626465,Updated the README with setup instructions,,0,,0
ashutosh.salodkar,2026-03-30,#economist---ads,1774853340.886662,"Finished the migration script, testing locally",,0,,0
ashutosh.salodkar,2026-03-30,#economist---ads,1774850460.498547,Deployed to production,,0,,0
ashutosh.salodkar,2026-03-30,#economist---ads,1774859880.641871,Updated the README with setup instructions,,0,,0
ashutosh.salodkar,2026-03-30,#economist---ads,1774853100.733319,Quick question about the auth flow,,0,,0
ashutosh.salodkar,2026-03-30,#economist---ads,1774865580.948789,Deployed to production,,0,,0
ashutosh.salodkar,2026-03-30,#economist---ads,1774846800.641515,Quick question about the auth flow,,0,eyes,1
ashutosh.salodkar,2026-03-30,#economist---ads,1774848600.105633,Anyone seen this error before? Getting a 502 on staging,,0,,0
ashutosh.salodkar,2026-03-31,#economist---ads,1774948500.948409,Fixed the CORS issue on the API gateway,1774948500.948409,2,,0
ashutosh.salodkar,2026-03-31,#economist---ads,1774946220.101202,Deployed to production,,0,,0
ashutosh.salodkar,2026-03-31,#economist---ads,1774952760.631111,,1774952760.631111,2,,0
ashutosh.salodkar,2026-03-31,#economist---ads,1774959660.483672,"Client demo went well, few follow-ups noted",1774959660.483672,1,,0
rahul.dhuri,2026-03-02,#economist---ads,1772444580.532185,"Pushed the fix to staging, can someone verify?",1772444580.532185,2,,0
rahul.dhuri,2026-03-02,#economist---ads,1772420340.676992,Heads up — CI pipeline is broken on main,,0,,0
rahul.dhuri,2026-03-02,#economist---ads,1772450640.582607,Heads up — CI pipeline is broken on main,,0,,0
rahul.dhuri,2026-03-02,#economist---ads,1772449440.285524,Quick question about the uth flow,,0,,0
rahul.dhuri,2026-03-02,#economist---ads,1772435580.425602,PR is up for review,,0,eyes,1
rahul.dhuri,2026-03-02,#economist---ads,1772432580.984784,Updated the README with setup instructions,,0,,0
rahul.dhuri,2026-03-04,#economist---ads,1772601240.911532,"Updated the test suite, all green now",1772601240.911532,5,raised_hands,1
rahul.dhuri,2026-03-04,#economist---ads,1772599440.997654,Quick question about the auth flow,,0,,0
rahul.dhuri,2026-03-04,#economist---ads,1772608980.379535,Quick question about the auth flow,,0,,0
rahul.dhuri,2026-03-04,#economist---ads,1772626080.613135,"Pushed the fix to staging, can someone veriFy?",,0,pray,4
rahul.dhuri,2026-03-04,#economist---ads,1772617740.953456,"The build is passing now, was a flaky test",,0,raised_hands,3
rahul.dhuri,2026-03-04,#general,1772624940.766553,Happy Friday everyone 🎉,,0,rocket,3
rahul.dhuri,2026-03-05,#economist---ads,1772707860.904791,Quick question about the auth flow,,0,,0
rahul.dhuri,2026-03-05,#economist---ads,1772712060.800402,Anyone seen this error before? Getting a 502 on staging,1772712060.800402,4,fire,2
rahul.dhuri,2026-03-05,#economist---ads,1772690340.283307,Standup update: working on documentation today,,0,,0
rahul.dhuri,2026-03-05,#economist---ads,1772707200.416714,"Pushed the fix to staging, can someone verify?",,0,white_check_mark,1
rahul.dhuri,2026-03-06,#economist---ads,1772791680.131926,Quick question about the auth flow,,0,,0
rahul.dhuri,2026-03-06,#economist---ads,1772792640.750576,Quick question about the auth flow,,0,,0
rahul.dhuri,2026-03-06,#economist---ads,1772771220.537643,Merged the feature branch into develop,1772771220.537643,5,pray,1
rahul.dhuri,2026-03-06,#economist---ads,1772785320.254982,Fixed the CORS issue on the API gateway,,0,,0
rahul.dhuri,2026-03-09,#economist---ads,1773035640.307434,Merged the feature branch into develop,1773035640.307434,5,,0
rahul.dhuri,2026-03-10,#economist---ads,1773136260.813947,Updated the README with setup instructions,,0,white_check_mark,4
rahul.dhuri,2026-03-10,#economist---ads,1773140460.499668,Heads up — CI pipeline is broken on main,,0,fire,2
rahul.dhuri,2026-03-11,#economist---ads,1773228480.748409,Standup update: working on development today,1773228480.748409,3,,0
rahul.dhuri,2026-03-12,#economist---ads,1773290280.991716,Heads up — CI pipeline is broken on main,,0,,0
rahul.dhuri,2026-03-12,#economist---ads,1773299760.849999,"Pushed the fix to staging, can someone verify?",,0,,0
rahul.dhuri,2026-03-12,#economist---ads,1773315300.608361,Updated the README with setup instructions,1773315300.608361,3,100,4
rahul.dhuri,2026-03-12,#general,1773309420.662972,"Backlog grooming at 2pm, please join",1773309420.662972,5,,0
rahul.dhuri,2026-03-13,#economist---ads,1773387780.310448,"Blocked on the API response format, need input",,0,,0
rahul.dhuri,2026-03-13,#economist---ads,1773376920.257367,"Blocked on the API response format, need input",1773376920.257367,4,100,1
rahul.dhuri,2026-03-13,#economist---ads,1773401280.485358,"Pushed the fix to staging, can someone verify?",,0,,0
rahul.dhuri,2026-03-13,#economist---ads,1773400560.665925,Running into a weird bug with the date parser,,0,,0
rahul.dhuri,2026-03-13,#economist---ads,1773385140.206313,Standup update: working on testing today,,0,,0
rahul.dhuri,2026-03-14,#general,1773470580.986128,Fixing a critical bug on Economist - Ads this morning,1773470580.986128,3,rocket,3
rahul.dhuri,2026-03-16,#economist---ads,1773637440.611733,Merged the feature branch into develop,1773637440.611733,5,thumbsup,4
rahul.dhuri,2026-03-16,#economist---ads,1773638220.419959,Anyone seen this error before? Getting a 502 on staging,,0,,0
rahul.dhuri,2026-03-16,#economist---ads,1773639720.490565,Running into a weird bug with the date parser,,0,,0
rahul.dhuri,2026-03-16,#economist---ads,1773651120.503221,Anyone seen this error before? Getting a 502 on staging,1773651120.503221,4,rocket,3
rahul.dhuri,2026-03-16,#economist---ads,1773650340.681679,EOD update: completed design tasks,,0,raised_hands,4
rahul.dhuri,2026-03-16,#general,1773640140.260886,"Working from home today, reachable on Slack",,0,,0
rahul.dhuri,2026-03-17,#economist---ads,1773723480.601505,Quick question about the auth flow,,0,,0
rahul.dhuri,2026-03-17,#economist---ads,1773731280.630555,"The build is passing now, was a flaky test",,0,,0
rahul.dhuri,2026-03-17,#economist---ads,1773740640.928855,Design mockups are ready for review,1773740640.928855,3,,0
rahul.dhuri,2026-03-17,#economist---ads,1773732660.607273,Fixed the CORS issue on the API gateway,,0,raised_hands,4
rahul.dhuri,2026-03-17,#economist---ads,1773722340.342551,"Reviewed the PR, left a few comments",,0,,0
rahul.dhuri,2026-03-18,#economist---ads,1773834900.130421,Heads up — CI pipeline is broken on main,1773834900.130421,4,,0
rahul.dhuri,2026-03-18,#economist---ads,1773824820.542310,Let's sync on the deployment pipeline,1773824820.542310,3,,0
rahul.dhuri,2026-03-20,#economist---ads,1774002720.122537,Heads up — CI pipeline is broken on main,1774002720.122537,4,,0
rahul.dhuri,2026-03-23,#economist---ads,1774263120.222263,PR is up for review,,0,,0
rahul.dhuri,2026-03-23,#economist---ads,1774249020.359472,Heads up — CI pipeline is broken on main,,0,,0
rahul.dhuri,2026-03-24,#economist---ads,1774336200.961887,Let's sync on the deployment pipeline,,0,,0
rahul.dhuri,2026-03-24,#economist---ads,1774331640.998368,EOD update: completed meeting tasks,,0,,0
rahul.dhuri,2026-03-24,#economist---ads,1774355040.618350,Heads up — CI pipeline is broken on main,,0,,0
rahul.dhuri,2026-03-24,#general,1774350720.739614,Sent the invoice to the client,,0,,0
rahul.dhuri,2026-03-25,#economist---ads,1774443480.269351,Anyone seen this error before? Getting a 502 on staging,,0,,0
rahul.dhuri,2026-03-25,#economist---ads,1774418820.922461,"Reviewed the PR, left a few comments",1774418820.922461,2,,0
rahul.dhuri,2026-03-25,#economist---ads,1774428360.723465,Heads up — CI pipeline is broken on main,1774428360.723465,1,,0
rahul.dhuri,2026-03-25,#economist---ads,1774419300.816139,Merged the feature branch into develop,,0,,0
rahul.dhuri,2026-03-26,#economist---ads,1774507860.638949,Quick question about the auth flow,1774507860.638949,4,,0
rahul.dhuri,2026-03-26,#economist---ads,1774522440.381972,EOD update: completed design tasks,1774522440.381972,5,,0
rahul.dhuri,2026-03-27,#economist---ads,1774613400.830965,Let's sync on the deployment pipeline,,0,white_check_mark,3
rahul.dhuri,2026-03-27,#economist---ads,1774595880.971522,Merged the feature branch into develop,,0,,0
rahul.dhuri,2026-03-27,#economist---ads,1774583700.619874,"Client demo went well, few follow-ups noted",,0,,0
rahul.dhuri,2026-03-30,#economist---ads,1774855980.714391,PR is up for review,,0,,0
rahul.dhuri,2026-03-30,#economist---ads,1774852500.235302,Design mockups are ready for review,,0,,0
rahul.dhuri,2026-03-30,#economist---ads,1774856340.130272,"Blocked on the API response format, need input",,0,,0
rahul.dhuri,2026-03-30,#economist---ads,1774858980.469302,"not feeling well today, going to log off early",,0,,0
rahul.dhuri,2026-03-31,#economist---ads,1774958520.727464,"Refactored the middleware layer, much cleaner now",,0,,0
rahul.dhuri,2026-03-31,#economist---ads,1774940580.305181,"Pushed the fix to staging, can someone verify?",,0,,0
sagar.sahasrabuddhe,2026-03-02,#entain---crm,1772424720.133725,Heads up — CI pipeline is broken on main,,0,,0
sagar.sahasrabuddhe,2026-03-02,#economist---ads,1772431560.102781,Pair programming session at 3pm anyone?,,0,,0
sagar.sahasrabuddhe,2026-03-02,#entain---crm,1772437020.729316,Let's sync on the deployment pipeline,,0,,0
sagar.sahasrabuddhe,2026-03-04,#entain---crm,1772608740.497639,Design mockups are ready for review,,0,raised_hands,2
sagar.sahasrabuddhe,2026-03-05,#economist---ads,1772699100.890765,Deployed to production,,0,,0
sagar.sahasrabuddhe,2026-03-05,#entain---crm,1772692980.312335,Updated the README with setup instructions,,0,,0
sagar.sahasrabuddhe,2026-03-05,#entain---crm,1772701620.408823,EOD update: completed documentation tasks,,0,,0
sagar.sahasrabuddhe,2026-03-05,#economist---ads,1772695440.802919,PR is up for review,,0,,0
sagar.sahasrabuddhe,2026-03-05,#entain---crm,1772709120.571614,Fixed the CORS issue on the API gateway,,0,,0
sagar.sahasrabuddhe,2026-03-05,#entain---crm,1772693400.752866,Running into a weird bug with the date parser,,0,,0
sagar.sahasrabuddhe,2026-03-06,#economist---ads,1772771940.424972,Running into a weird bug with the date parser,,0,eyes,2
sagar.sahasrabuddhe,2026-03-06,#economist---ads,1772784180.520827,"Updated the test suite, all green now",,0,pray,1
sagar.sahasrabuddhe,2026-03-06,#entain---crm,1772776500.141861,Deployed to production,,0,,0
sagar.sahasrabuddhe,2026-03-06,#entain---crm,1772768940.641373,PR is up for review,,0,,0
sagar.sahasrabuddhe,2026-03-06,#entain---crm,1772781660.967235,Pair programming session at 3pm anyone?,,0,,0
sagar.sahasrabuddhe,2026-03-06,#entain---crm,1772793120.615941,"Blocked on the API response format, need input",1772793120.615941,4,,0
sagar.sahasrabuddhe,2026-03-06,#entain---crm,1772768340.709869,"Client demo went well, few follow-ups noted",1772768340.709869,4,,0
sagar.sahasrabuddhe,2026-03-09,#economist---ads,1773050700.464866,Design mockups are ready for review,,0,,0
sagar.sahasrabuddhe,2026-03-09,#entain---crm,1773031020.891172,PR is up for review,,0,eyes,4
sagar.sahasrabuddhe,2026-03-09,#economist---ads,1773050220.335878,"Updated the test suite, all green now",,0,,0
sagar.sahasrabuddhe,2026-03-09,#entain---crm,1773043020.183991,Quick question about the auth flow,,0,,0
sagar.sahasrabuddhe,2026-03-09,#entain---crm,1773042300.332132,Pair programming session at 3pm anyone?,1773042300.332132,5,raised_hands,3
sagar.sahasrabuddhe,2026-03-09,#entain---crm,1773040020.170976,"Blocked on the API response format, need input",,0,,0
sagar.sahasrabuddhe,2026-03-10,#entain---crm,1773135360.288449,"Pushed the fix to staging, can someone verify?",,0,,0
sagar.sahasrabuddhe,2026-03-10,#economist---ads,1773121620.559757,Heads up — CI pipeline is broken on main,,0,,0
sagar.sahasrabuddhe,2026-03-10,#general,1773132480.857342,Weekend deploy went smooth for Entain - CRM,,0,,0
sagar.sahasrabuddhe,2026-03-11,#entain---crm,1773202140.779609,Pair programming session at 3pm anyone?,,0,,0
sagar.sahasrabuddhe,2026-03-11,#economist---ads,1773214500.763428,Pair programming session at 3pm anyone?,,0,,0
sagar.sahasrabuddhe,2026-03-11,#entain---crm,1773198540.878231,"Blocked on the API response format, need input",,0,,0
sagar.sahasrabuddhe,2026-03-11,#economist---ads,1773202620.127720,"Blocked on the API response format, need input",,0,,0
sagar.sahasrabuddhe,2026-03-11,#economist---ads,1773220560.103934,,,0,,0
sagar.sahasrabuddhe,2026-03-11,#economist---ads,1773220200.124452,Deployed to production,,0,,0
sagar.sahasrabuddhe,2026-03-12,#economist---ads,1773299580.499812,"Finished the migration script, testing locally",,0,,0
sagar.sahasrabuddhe,2026-03-12,#economist---ads,1773294660.510345,Deployed to production,,0,,0
sagar.sahasrabuddhe,2026-03-12,#entain---crm,1773297480.460145,Merged the feature branch into develop,1773297480.460145,3,,0
sagar.sahasrabuddhe,2026-03-12,#entain---crm,1773307140.233848,Fixed the CORS issue on the API gateway,1773307140.233848,4,,0
sagar.sahasrabuddhe,2026-03-13,#entain---crm,1773394320.138317,Pair programming session at 3pm anyone?,,0,,0
sagar.sahasrabuddhe,2026-03-13,#economist---ads,1773392460.916855,PR is up for review,,0,,0
sagar.sahasrabuddhe,2026-03-13,#entain---crm,1773373320.712791,Running into a weird bug with the date parser,1773373320.712791,4,,0
sagar.sahasrabuddhe,2026-03-13,#economist---ads,1773401040.780703,"Blocked on the API response format, need input",1773401040.780703,2,,0
sagar.sahasrabuddhe,2026-03-16,#economist---ads,1773648120.812178,Merged the feature branch into develop,1773648120.812178,5,,0
sagar.sahasrabuddhe,2026-03-16,#economist---ads,1773634740.850906,Design mockups are ready for review,1773634740.850906,4,,0
sagar.sahasrabuddhe,2026-03-16,#entain---crm,1773638640.690202,"Refactored the middleware layer, much cleaner now",,0,,0
sagar.sahasrabuddhe,2026-03-16,#entain---crm,1773644100.686877,"Pushed the fix to staging, can someone verify?",1773644100.686877,3,,0
sagar.sahasrabuddhe,2026-03-16,#entain---crm,1773637440.249978,"Blocked on the API response format, need input",,0,,0
sagar.sahasrabuddhe,2026-03-17,#economist---ads,1773724740.103282,Merged the feature branch into develop,,0,,0
sagar.sahasrabuddhe,2026-03-17,#entain---crm,1773735480.355683,Anyone seen this error before? Getting a 502 on staging,1773735480.355683,4,,0
sagar.sahasrabuddhe,2026-03-17,#economist---ads,1773747660.163920,EOD update: completed meeting tasks,,0,,0
sagar.sahasrabuddhe,2026-03-17,#entain---crm,1773717660.915910,EOD update: completed development tasks,1773717660.915910,1,,0
sagar.sahasrabuddhe,2026-03-17,#general,1773720960.365747,,,0,white_check_mark,2
sagar.sahasrabuddhe,2026-03-18,#economist---ads,1773812280.274187,Running into a weird bug with the date parser,,0,,0
sagar.sahasrabuddhe,2026-03-18,#economist---ads,1773830340.376615,Fixed the CORS issue on the API gateway,1773830340.376615,2,thumbsup,3
sagar.sahasrabuddhe,2026-03-18,#entain---crm,1773828300.272522,Pair programming session at 3pm anyone?,,0,eyes,1
sagar.sahasrabuddhe,2026-03-18,#economist---ads,1773820200.618762,Design mockups are ready for review,,0,,0
sagar.sahasrabuddhe,2026-03-18,#entain---crm,1773829620.655250,Anyone seen this error before? Getting a 502 on staging,,0,,0
sagar.sahasrabuddhe,2026-03-18,#general,1773836580.526419,Weekend deploy went smooth for Entain - CRM,,0,,0
sagar.sahasrabuddhe,2026-03-20,#economist---ads,1773992160.504278,Deployed to production,,0,,0
sagar.sahasrabuddhe,2026-03-20,#economist---ads,1774007040.955875,"Updated the test suite, all green now",,0,100,1
sagar.sahasrabuddhe,2026-03-20,#entain---crm,1774004340.849302,"Finished the migration script, testing locally",,0,,0
sagar.sahasrabuddhe,2026-03-23,#entain---crm,1774260420.787312,Standup update: working on code review today,,0,,0
sagar.sahasrabuddhe,2026-03-23,#economist---ads,1774250880.773205,Pair programming session at 3pm anyone?,,0,rocket,2
sagar.sahasrabuddhe,2026-03-23,#economist---ads,1774254900.855140,Design mockups are ready for review,1774254900.855140,4,,0
sagar.sahasrabuddhe,2026-03-23,#economist---ads,1774246020.172940,Standup update: working on testing today,1774246020.172940,2,,0
sagar.sahasrabuddhe,2026-03-23,#economist---ads,1774253640.837158,Fixed the CORS issue on the API gateway,,0,,0
sagar.sahasrabuddhe,2026-03-23,#economist---ads,1774259220.892404,"Finished the migration script, testing locally",,0,,0
sagar.sahasrabuddhe,2026-03-23,#entain---crm,1774263360.524228,Heads up — CI pipeline is broken on main,,0,,0
sagar.sahasrabuddhe,2026-03-23,#entain---crm,1774247280.857467,Pair programming session at 3pm anyone?,1774247280.857467,3,fire,1
sagar.sahasrabuddhe,2026-03-23,#economist---ads,1774240980.459401,Heads up — CI pipeline is broken on main,1774240980.459401,3,,0
sagar.sahasrabuddhe,2026-03-23,#general,1774248240.209788,Sent the invoice to the client,1774248240.209788,2,,0
sagar.sahasrabuddhe,2026-03-24,#economist---ads,1774355340.867427,"Client demo went well, few follow-ups noted",,0,,0
sagar.sahasrabuddhe,2026-03-24,#economist---ads,1774335720.875977,Design mockups are ready for review,,0,,0
sagar.sahasrabuddhe,2026-03-24,#entain---crm,1774323300.647615,"The build is passing now, was a flaky test",,0,,0
sagar.sahasrabuddhe,2026-03-24,#entain---crm,1774330560.127340,Running into a weird bug with the date parser,,0,,0
sagar.sahasrabuddhe,2026-03-24,#general,1774328520.793138,Sent the invoice to the client,,0,white_check_mark,3
sagar.sahasrabuddhe,2026-03-24,#economist---ads,1774336260.749663,"on leave next Monday, already informed Atirek",,0,,0
sagar.sahasrabuddhe,2026-03-25,#entain---crm,1774420980.863566,"Blocked on the API response format, need input",,0,pray,2
sagar.sahasrabuddhe,2026-03-26,#entain---crm,1774501020.322612,"Refactored the middleware layer, much cleaner now",,0,,0
sagar.sahasrabuddhe,2026-03-26,#economist---ads,1774519080.567758,"The build is passing now, was a flaky test",,0,raised_hands,2
sagar.sahasrabuddhe,2026-03-26,#economist---ads,1774507440.857613,Quick question about the auth flow,,0,,0
sagar.sahasrabuddhe,2026-03-26,#entain---crm,1774523880.131610,"Reviewed the PR, left a few comments",,0,,0
sagar.sahasrabuddhe,2026-03-26,#entain---crm,1774505640.456997,EOD update: completed development tasks,,0,,0
sagar.sahasrabuddhe,2026-03-26,#economist---ads,1774511760.344777,Pair programming session at 3pm anyone?,,0,fire,3
sagar.sahasrabuddhe,2026-03-26,#economist---ads,1774512060.423357,"Reviewed the PR, left a few comments",1774512060.423357,4,,0
sagar.sahasrabuddhe,2026-03-26,#entain---crm,1774511100.772385,"OOO tomorrow, back on 2026-03-28",1774511100.772385,3,,0
sagar.sahasrabuddhe,2026-03-27,#economist---ads,1774604100.603650,Merged the feature branch into develop,,0,,0
sagar.sahasrabuddhe,2026-03-27,#economist---ads,1774598520.528363,Merged the feature branch into develop,,0,100,3
sagar.sahasrabuddhe,2026-03-30,#economist---ads,1774870320.642679,Deployed to production,,0,,0
sagar.sahasrabuddhe,2026-03-30,#entain---crm,1774864020.158367,"The build is passing now, was a flaky test",,0,,0
sagar.sahasrabuddhe,2026-03-30,#entain---crm,1774875540.704687,Design mockups are ready for review,1774875540.704687,3,,0
sagar.sahasrabuddhe,2026-03-30,#entain---crm,1774866660.796296,"Pushed the fix to staging, can someone verify?",1774866660.796296,3,,0
sagar.sahasrabuddhe,2026-03-30,#general,1774855680.935480,Worked over the weekend to hit the Economist - Ads deadline,1774855680.935480,3,,0
sagar.sahasrabuddhe,2026-03-31,#entain---crm,1774947480.787258,Heads up — CI pipeline is broken on main,1774947480.787258,1,fire,1
sagar.sahasrabuddhe,2026-03-31,#economist---ads,1774929180.353854,Fixed the CORS issue on the API gateway,,0,,0
sagar.sahasrabuddhe,2026-03-31,#general,1774940640.267762,"Working from home today, reachable on Slack",,0,,0
santosh.mudavat,2026-03-02,#economist---in-life,1772428980.646209,Let's sync on the deployment pipeline,1772428980.646209,3,,0
santosh.mudavat,2026-03-04,#economist---in-life,1772600520.413537,,1772600520.413537,5,100,2
santosh.mudavat,2026-03-04,#economist---in-life,1772615160.472925,Merged the feature branch into develop,,0,,0
santosh.mudavat,2026-03-04,#economist---in-life,1772622120.488121,Updated the README with setup instructions,,0,thumbsup,3
santosh.mudavat,2026-03-04,#general,1772603820.717545,Happy Friday everyone 🎉,1772603820.717545,5,,0
santosh.mudavat,2026-03-05,#economist---in-life,1772704800.364373,"Reviewed the PR, left a few comments",,0,,0
santosh.mudavat,2026-03-05,#economist---in-life,1772711580.370683,EOD update: completed design tasks,,0,,0
santosh.mudavat,2026-03-05,#economist---in-life,1772703240.462962,"The build is passing now, was a flaky test",,0,,0
santosh.mudavat,2026-03-05,#economist---in-life,1772697120.797845,Heads up — CI pipeline is broken on main,,0,,0
santosh.mudavat,2026-03-05,#economist---in-life,1772702280.386124,Let's sync on the deployment pipeline,1772702280.386124,2,,0
santosh.mudavat,2026-03-06,#economist---in-life,1772788260.717265,"Pushed the fix to staging, can someone verify?",1772788260.717265,3,,0
santosh.mudavat,2026-03-06,#economist---in-life,1772789820.530602,"Updated the test suite, all green now",,0,,0
santosh.mudavat,2026-03-06,#economist---in-life,1772786940.567298,Running into a weird bug with the date parser,,0,pray,2
santosh.mudavat,2026-03-06,#economist---in-life,1772769480.112241,Pair programming session at 3pm anyone?,,0,,0
santosh.mudavat,2026-03-06,#general,1772798100.491909,Worked over the weekend to hit the Economist - In Life deadline,,0,,0
santosh.mudavat,2026-03-09,#economist---in-life,1773035160.187859,Deployed to production,,0,,0
santosh.mudavat,2026-03-09,#economist---in-life,1773048900.949813,,1773048900.949813,1,thumbsup,4
santosh.mudavat,2026-03-09,#economist---in-life,1773034980.992260,"Updated the test suite, all green now",,0,raised_hands,2
santosh.mudavat,2026-03-09,#economist---in-life,1773030720.177932,Pair programming session at 3pm anyone?,,0,,0
santosh.mudavat,2026-03-09,#economist---in-life,1773049020.130302,"Client demo went well, few follow-ups noted",1773049020.130302,1,thumbsup,3
santosh.mudavat,2026-03-09,#economist---in-life,1773027660.148554,Design mockups ar ready for review,,0,,0
santosh.mudavat,2026-03-10,#economist---in-life,1773117840.653227,,1773117840.653227,2,,0
santosh.mudavat,2026-03-10,#economist---in-life,1773127560.510249,EOD update: completed meeting tasks,1773127560.510249,2,,0
santosh.mudavat,2026-03-10,#economist---in-life,1773126780.902999,"The build is passing now, was a flaky test",,0,,0
santosh.mudavat,2026-03-10,#economist---in-life,1773139740.998811,Quick question about the auth flow,,0,,0
santosh.mudavat,2026-03-10,#economist---in-life,1773140280.188155,Updated the README with setup instructions,,0,,0
santosh.mudavat,2026-03-10,#economist---in-life,1773137820.341768,"Refactored the middleware layer, much cleaner now",,0,,0
santosh.mudavat,2026-03-10,#general,1773122040.999963,Staying late tonight to wrap up Economist - In Life deliverable,1773122040.999963,5,,0
santosh.mudavat,2026-03-11,#economist---in-life,1773218400.313450,PR is up for review,,0,fire,4
santosh.mudavat,2026-03-11,#economist---in-life,1773213180.899449,Standup update: working on design today,,0,,0
santosh.mudavat,2026-03-11,#economist---in-life,1773210900.894497,"Client demo went well, few follow-ups noted",,0,thumbsup,3
santosh.mudavat,2026-03-11,#economist---in-life,1773224940.310131,Updated the README with setup instructions,1773224940.310131,2,,0
santosh.mudavat,2026-03-11,#economist---in-life,1773215220.544849,Running into a weird bug with the date parser,,0,,0
santosh.mudavat,2026-03-11,#economist---in-life,1773199140.125610,Design mockups are ready for review,1773199140.125610,2,,0
santosh.mudavat,2026-03-11,#economist---in-life,1773220680.181847,Design mockups are ready for review,,0,,0
santosh.mudavat,2026-03-11,#economist---in-life,1773221040.752945,Heads up — CI pipeline is broken on main,,0,,0
santosh.mudavat,2026-03-12,#economist---in-life,1773297240.184748,"Refactored the middleware layer, much cleaner now",1773297240.184748,5,,0
santosh.mudavat,2026-03-13,#economist---in-life,1773390480.499107,"Blocked on the API response format, need input",1773390480.499107,2,,0
santosh.mudavat,2026-03-13,#economist---in-life,1773388680.550768,"Blocked on the API response format, need input",,0,,0
santosh.mudavat,2026-03-13,#economist---in-life,1773389640.510981,,1773389640.510981,3,,0
santosh.mudavat,2026-03-13,#economist---in-life,1773395520.243700,"Pushed the fix to staging, can someone verify?",,0,,0
santosh.mudavat,2026-03-13,#general,1773394140.606641,Staying late tonight to wrap up Economist - In Life deliverable,1773394140.606641,2,,0
